3-Minute-Journal,1,23.331,00.047,04.926
3-Minute-Journal,2,21.835,00.047,04.958
3-Minute-Journal,3,25.522,00.044,05.176
3-Minute-Journal,4,26.921,00.052,05.455
3-Minute-Journal,5,27.403,00.048,05.051
3-Minute-Journal,6,26.578,00.048,05.193
3-Minute-Journal,7,26.420,00.043,05.157
3-Minute-Journal,8,26.532,00.052,05.145
3-Minute-Journal,9,26.792,00.046,05.116
3-Minute-Journal,10,26.663,00.044,05.303
3-Minute-Journal,11,27.640,00.055,06.159
3-Minute-Journal,12,36.579,00.048,05.118
3-Minute-Journal,13,26.818,00.052,05.137
3-Minute-Journal,14,27.780,00.046,05.471
3-Minute-Journal,15,31.143,00.049,05.148
3-Minute-Journal,16,26.697,00.046,05.731
3-Minute-Journal,17,38.647,00.048,05.360
3-Minute-Journal,18,26.745,00.044,05.175
3-Minute-Journal,19,27.459,00.051,05.181
3-Minute-Journal,20,26.442,00.048,05.190
3-Minute-Journal,21,26.443,00.050,05.150
3-Minute-Journal,22,26.537,00.047,05.208
3-Minute-Journal,23,27.018,00.050,05.204
3-Minute-Journal,24,27.058,00.042,05.287
3-Minute-Journal,25,26.576,00.047,05.199
3-Minute-Journal,26,26.699,00.051,05.172
3-Minute-Journal,27,26.422,00.045,05.237
3-Minute-Journal,28,26.476,00.048,05.185
3-Minute-Journal,29,32.433,00.049,05.883
3-Minute-Journal,30,30.264,00.046,05.050
AccountKiller,1,49.098,00.134,53.879
AccountKiller,2,49.730,00.141,53.225
AccountKiller,3,49.219,00.135,55.689
AccountKiller,4,49.597,00.146,55.564
AccountKiller,5,49.739,00.133,52.975
AccountKiller,6,49.243,00.140,53.671
AccountKiller,7,49.535,00.132,53.492
AccountKiller,8,51.724,00.140,55.171
AccountKiller,9,51.861,00.135,53.720
AccountKiller,10,55.893,00.137,54.148
AccountKiller,11,50.317,00.135,54.159
AccountKiller,12,56.932,00.132,53.147
AccountKiller,13,49.024,00.131,52.811
AccountKiller,14,48.995,00.132,54.540
AccountKiller,15,48.974,00.133,55.311
AccountKiller,16,49.327,00.134,53.170
AccountKiller,17,49.565,00.137,53.492
AccountKiller,18,49.264,00.139,53.192
AccountKiller,19,49.992,00.138,54.572
AccountKiller,20,49.983,00.144,55.496
AccountKiller,21,50.171,00.144,53.204
AccountKiller,22,49.061,00.131,52.959
AccountKiller,23,50.362,00.133,56.339
AccountKiller,24,49.657,00.135,52.682
AccountKiller,25,49.703,00.141,54.467
AccountKiller,26,51.132,00.136,53.376
AccountKiller,27,52.277,00.146,53.781
AccountKiller,28,49.048,00.132,53.971
AccountKiller,29,49.168,00.143,53.481
AccountKiller,30,49.519,00.127,55.248
AirBnb,1,
AirBnb,2,
AirBnb,3,
AirBnb,4,
AirBnb,5,
AirBnb,6,
AirBnb,7,
AirBnb,8,
AirBnb,9,
AirBnb,10,
AirBnb,11,
AirBnb,12,
AirBnb,13,
AirBnb,14,
AirBnb,15,
AirBnb,16,
AirBnb,17,
AirBnb,18,
AirBnb,19,
AirBnb,20,
AirBnb,21,
AirBnb,22,
AirBnb,23,
AirBnb,24,
AirBnb,25,
AirBnb,26,
AirBnb,27,
AirBnb,28,
AirBnb,29,
AirBnb,30,
BugMeNot,1,30.343,00.007,03.215
BugMeNot,2,20.957,00.007,03.071
BugMeNot,3,26.735,00.008,03.463
BugMeNot,4,36.278,00.009,03.959
BugMeNot,5,28.539,00.007,03.244
BugMeNot,6,24.259,00.009,03.009
BugMeNot,7,20.325,00.008,03.082
BugMeNot,8,21.323,00.008,03.071
BugMeNot,9,20.945,00.007,03.131
BugMeNot,10,20.873,00.009,03.034
BugMeNot,11,20.884,00.010,03.012
BugMeNot,12,20.818,00.009,03.248
BugMeNot,13,20.984,00.007,03.032
BugMeNot,14,20.408,00.008,03.185
BugMeNot,15,20.385,00.007,03.121
BugMeNot,16,20.494,00.007,03.067
BugMeNot,17,21.568,00.006,03.043
BugMeNot,18,21.048,00.008,03.082
BugMeNot,19,21.826,00.007,03.415
BugMeNot,20,20.702,00.009,03.048
BugMeNot,21,22.027,00.012,03.052
BugMeNot,22,27.567,00.007,03.394
BugMeNot,23,31.688,00.006,02.984
BugMeNot,24,21.172,00.010,03.027
BugMeNot,25,20.812,00.007,03.875
BugMeNot,26,21.708,00.006,02.994
BugMeNot,27,20.762,00.007,03.082
BugMeNot,28,21.222,00.007,03.197
BugMeNot,29,20.652,00.007,03.071
BugMeNot,30,20.437,00.006,03.358
CloudConvert,1,48.850,00.015,04.383
CloudConvert,2,49.107,00.015,04.285
CloudConvert,3,50.146,00.017,04.403
CloudConvert,4,54.719,00.013,04.290
CloudConvert,5,49.322,00.017,04.339
CloudConvert,6,49.179,00.016,04.758
CloudConvert,7,49.444,00.024,04.383
CloudConvert,8,55.737,00.013,04.287
CloudConvert,9,49.605,00.017,04.358
CloudConvert,10,49.800,00.016,04.271
CloudConvert,11,49.597,00.016,04.348
CloudConvert,12,49.913,00.017,04.474
CloudConvert,13,49.471,00.019,04.349
CloudConvert,14,49.399,00.037,04.383
CloudConvert,15,49.014,00.024,04.384
CloudConvert,16,49.804,00.016,04.219
CloudConvert,17,49.141,00.018,04.263
CloudConvert,18,49.117,00.021,04.239
CloudConvert,19,51.902,00.017,04.401
CloudConvert,20,53.904,00.017,04.339
CloudConvert,21,49.900,00.016,04.399
CloudConvert,22,51.409,00.017,04.488
CloudConvert,23,48.672,00.018,04.299
CloudConvert,24,49.608,00.016,04.253
CloudConvert,25,48.526,00.016,04.420
CloudConvert,26,48.970,00.029,04.320
